49	20	12	 output.dat
 -23.500000 1.000000 1.0 1
 -22.500000 0.452900 1.0 1
 -21.500000 1.000000 1.0 2
 -20.500000 0.685400 1.0 2
 -19.500000 1.000000 1.0 3
 -18.500000 0.749600 1.0 3
 -17.500000 1.000000 1.0 4
 -16.500000 0.789900 1.0 4
 -15.500000 0.634300 1.0 4
 -14.500000 1.000000 1.0 5
 -13.500000 0.850800 1.0 5
 -12.500000 0.732800 1.0 5
 -11.500000 1.000000 1.0 6
 -10.500000 0.894400 1.0 6
 -9.500000 0.818100 1.0 6
 -8.500000 1.000000 1.0 7
 -7.500000 0.911200 1.0 7
 -6.500000 0.827100 1.0 7
 -5.500000 0.758400 1.0 7
 -4.500000 1.000000 1.0 8
 -3.500000 0.908000 1.0 8
 -2.500000 0.815700 1.0 8
 -1.500000 0.730100 1.0 8
 -0.500000 0.645000 1.0 8
 0.500000 1.000000 1.0 9
 1.500000 0.879800 1.0 9
 2.500000 0.776600 1.0 9
 3.500000 0.703700 1.0 9
 4.500000 0.640600 1.0 9
 5.500000 0.593800 1.0 9
 6.500000 0.564300 1.0 9
 7.500000 1.000000 1.0 10
 8.500000 0.972900 1.0 10
 9.500000 0.957700 1.0 10
 10.500000 0.947800 1.0 10
 11.500000 0.940700 1.0 10
 12.500000 0.937400 1.0 10
 13.500000 0.934400 1.0 10
 14.500000 0.932000 1.0 10
 15.500000 1.000000 1.0 11
 16.500000 0.998500 1.0 11
 17.500000 0.996900 1.0 11
 18.500000 0.995700 1.0 11
 19.500000 0.994300 1.0 11
 20.500000 1.000000 1.0 12
 21.500000 0.999500 1.0 12
 22.500000 0.999000 1.0 12
 23.500000 0.998300 1.0 12
 24.500000 0.997500 1.0 12
 
